Subgrupo7_Desc,Subgrupo5_Desc,Subgrupo4_Desc,Subgrupo3_Desc,Grupo_Desc
J01DC12,J01DC - Cefalosporinas de segunda generación      ,J01D - OTROS ANTIBACTERIANOS BETALACTÁMICOS       ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
S02AA30,S02AA - Antiinfecciosos                           ,S02A - ANTIINFECCIOSOS                            ,S02 - OTOLÓGICOS                                  ,S - ÓRGANOS DE LOS SENTIDOS                       
J01XD02,J01XD - Derivados imidazólicos                    ,J01X - OTROS ANTIBACTERIANOS                      ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
G04BC92,G04BC - Solventes de concreciones urinarias       ,"G04B - OTROS PRODUCTOS DE USO UROLÓGICO, INCLUYEND",G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
S01BZ91,S01BZ - Corticodes en otras asociaciones          ,S01B - AGENTES ANTIINFLAMATORIOS                  ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
B01AE02,B01AE - Inhibidores directos de la trombina       ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A11EB,A11EB - Vitaminas del complejo B con vitamina C   ,"A11E - VITAMINAS DEL COMPLEJO B, INCLUYENDO COMBIN",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
V09IX05,V09IX - Otros productos radiofarmacéuticos para la,V09I - DETECCIÓN DE TUMORES                       ,V09 - PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTIC,V - VARIOS                                        
R06AX,R06AX - Otros antihistamínicos para uso sistémico ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
R06A,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
J04BA01,J04BA - Fármacos para el tratamiento de la lepra  ,J04B - FÁRMACOS PARA EL TRATAMIENTO DE LA LEPRA   ,J04 - ANTIMICOBACTERIAS                           ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N05AH06,"N05AH - Diazepinas, oxazepinas y tiazepinas       ",N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
J01GB08,J01GB - Otros aminoglucósidos                     ,J01G - AMINOGLUCÓSIDOS ANTIBACTERIANOS            ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R03DA20,R03DA - Xantinas                                  ,R03D - OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCT,R03 - AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE,R - SISTEMA RESPIRATORIO                          
V03AC02,V03AC - Agentes quelantes del hierro              ,V03A - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03 - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS ,V - VARIOS                                        
L04AA11,L04AA - Agentes inmunosupresores selectivos       ,L04A - AGENTES INMUNOSUPRESORES                   ,L04 - AGENTES INMUNOSUPRESORES                    ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
N01AX03,N01AX - Otros anestésicos generales               ,N01A - ANESTÉSICOS GENERALES                      ,N01 - ANESTÉSICOS                                 ,N - SISTEMA NERVIOSO                              
A11H1,A11H1 - ACIDO NICOTINICO                          ,"A11H - OTROS PREPARADOS DE VITAMINAS, MONOFÁRMACOS",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
J01DA,J01DA  -Cefalosporinas y sustancias relacionadas  ,J01D - OTROS ANTIBACTERIANOS BETALACTÁMICOS       ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
D06BA05,D06BA - Sulfonamidas                              ,D06B - QUIMIOTERÁPICOS PARA USO TÓPICO            ,D06 - ANTIBIÓTICOS Y QUIMIOTERÁPICOS PARA USO DERM,D - DERMATOLOGICOS                                
C10AB51,C10AB - Fibratos                                  ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
D11AX91,D11AX - Otros productos dermatológicos            ,D11A - OTROS PREPARADOS DERMATOLÓGICOS            ,D11 - OTROS PREPARADOS DERMATOLÓGICOS             ,D - DERMATOLOGICOS                                
A06A6,A06A6 - OTROS LAXANTES INCLUYENDO COMBINACIONES   ,A06A - LAXANTES                                   ,A06 - LAXANTES                                    ,A - TRACTO ALIMENTARIO Y METABOLISMO              
N05BC92,N05BC - Carbamatos                                ,N05B - ANSIOLÍTICOS                               ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
S01XA90,S01XA - Otros oftalmológicos                      ,S01X - OTROS OFTALMOLÓGICOS                       ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
L01CA01,L01CA - Alcaloides de la Vinca y análogos         ,L01C - ALCALOIDES DE PLANTAS Y OTROS PRODUCTOS NAT,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
G04CX51,G04CX - Otros fármacos usados en la hipertrofia pr,G04C - FÁRMACOS USADOS EN LA HIPERTROFIA  PROSTÁTI,G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
H05BX04,H05BX - OTROS AGENTES ANTIPATIROIDEOS             ,H05B - AGENTES ANTIPARATIROIDEOS                  ,H05 - HOMEOSTASIS DEL CALCIO                      ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
V09GA01,V09GA - Compuestos con Tecnecio (99mTc)           ,V09G - SISTEMA CARDIOVASCULAR                     ,V09 - PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTIC,V - VARIOS                                        
C01CE01,C01CE - Inhibidores de la fosfodiesterasa         ,C01C - ESTIMULANTES CARDÍACOS EXCLUYENDO GLUCÓSIDO,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
D04AA91,D04AA - Antihistamínicos para uso tópico          ,"D04A - ANTIPRURIGINOSOS, INCLUYENDO ANTIHISTAMÍNÍC","D04 - ANTIPRURIGINOSOS, INCLUYENDO ANTIHISTAMÍNICO",D - DERMATOLOGICOS                                
A16AX02,A16AX - Productos varios  para el tracto alimentar,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
N07XX,N07XX - Otros fármacos que actúan sobre el sistema,N07X - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA ,N07 - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA N,N - SISTEMA NERVIOSO                              
R06AE57,R06AE - Derivados de la piperazina                ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
G04BD02,G04BD - Antiespasmódicos urinarios                ,"G04B - OTROS PRODUCTOS DE USO UROLÓGICO, INCLUYEND",G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
C05BX51,C05BX - Otros agentes esclerosantes               ,C05B - TERAPIA ANTIVARICOSA                       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
DESCONOCIDO(CARGA),D07B3 - CORTICOSTER TOPICOS CON ANTIMICOT Y ANTIBI,"D07B - CORTICOSTEROIDES TOPICOS, COMBINACIONES    ",D07 - CORTICOSTEROIDES TOPICOS                    ,D - DERMATOLOGICOS                                
R05DB10,R05DB - Otros supresores de la tos                ,"R05D - SUPRESORES DE LA TOS,  EXCLUYENDO COMBINACI",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
S01XA95,S01XA - Otros oftalmológicos                      ,S01X - OTROS OFTALMOLÓGICOS                       ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
S01N,S01N - PREPARADOS PARA CATARATAS                  ,S01N - PREPARADOS PARA CATARATAS                  ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
S02CA04,S02CA - Corticosteroides y antiinfecciosos en comb,S02C - CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBI,S02 - OTOLÓGICOS                                  ,S - ÓRGANOS DE LOS SENTIDOS                       
L02BG02,L02BG - Inhibidores enzimáticos                   ,L02B - ANTAGONISTAS DE HORMONAS Y AGENTES RELACION,L02 - TERAPIA ENDOCRINA                           ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
A12AA03,A12AA - Calcio                                    ,A12A - CALCIO                                     ,A12 - SUPLEMENTOS MINERALES                       ,A - TRACTO ALIMENTARIO Y METABOLISMO              
L01XX25,L01XX - Otros agentes antineoplásicos             ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
B01AC08,"B01AC - Inhibidores de la agregación plaquetaria, ",B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
V10XX02,"V10XX - Productos radiofarmacéuticos terapéuticos,",V10X - OTROS PRODUCTOS RADIOFARMACÉUTICOS TERAPÉUT,V10 - PRODUCTOS RADIOFARMACÉUTICOS TERAPÉUTICOS   ,V - VARIOS                                        
V09XX,V09XX - Productos radiofarmacéuticos para diagnóst,V09X - OTROS PRODUCTOS RADIOFARMACÉUTICOS PARA DIA,V09 - PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTIC,V - VARIOS                                        
J01CA10,J01CA - Penicilinas con espectro ampliado         ,"J01C - ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R07AA01,R07AA - Surfactantes pulmonares                   ,R07A - OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORI,R07 - OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO,R - SISTEMA RESPIRATORIO                          
P01CB01,P01CB - Compuestos antimoniales                   ,P01C - AGENTES CONTRA LA LEISHMANIASIS Y OTRAS TRI,P01 - ANTIPROTOZOARIOS                            ,"P - PRODUCTOS ANTIPARASITARIOS, INSECTICIDAS Y REP"
A11G1,"A11G1 - VITAMINA C, SOLA                          ","A11G - ÁCIDO ASCÓRBICO (VITAMINA C), INCLUYENDO CO",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
M09AB,M09AB - Enzimas                                   ,M09A - OTROS FÁRMACOS PARA DESÓRDENES DEL SISTEMA ,M09 - OTROS FÁRMACOS PARA DESÓRDENES DEL SISTEMA M,M - SISTEMA MUSCULOESQUELÉTICO                    
D07AD02,D07AD - Corticosteroides muy potentes (grupo IV)  ,"D07A - CORTICOSTEROIDES, MONOFÁRMACOS             ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
J07A2,J07A2 - VACUNAS ANTITETANICAS                     ,J07A - VACUNAS ANTIBACTERIANAS                    ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C02AC01,C02AC - Agonistas del receptor de imidazolina     ,C02A - AGENTES ANTIADRENÉRGICOS DE ACCIÓN CENTRAL ,C02 - ANTIHIPERTENSIVOS                           ,C - SISTEMA CARDIOVASCULAR                        
26E01,26E01 - FUNDA OSTOMIA                             ,26E0 - FUNDA OSTOMIA                              ,26E - FUNDA OSTOMIA                               ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
J07BE01,J07BE - Vacunas contra la parotiditis             ,J07B - VACUNAS ANTIVIRALES                        ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
S01E2,S01E2 - ANTIGLAUCOMATOSOS TOPICOS                 ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
R01AA09,"R01AA - Simpaticomiméticos, monofármacos          ",R01A - DESCONGESTIVOS Y OTROS PREPARADOS NASALES P,R01 - PREPARADOS DE USO NASAL                     ,R - SISTEMA RESPIRATORIO                          
N07BC03,N07BC - Fármacos usados en la dependencia a opioid,N07B - FÁRMACOS USADOS EN DESÓRDENES ADICTIVOS    ,N07 - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA N,N - SISTEMA NERVIOSO                              
A04AD,A04AD - Otros antieméticos                        ,A04A - ANTIEMÉTICOS Y ANTINAUSEOSOS               ,A04 - ANTIEMÉTICOS Y ANTINAUSEOSOS                ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A10BX03,A10BX - Otros fármacos hipoglucemiantes orales    ,A10B - FÁRMACOS HIPOGLUCEMIANTES ORALES           ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
N01BX04,N01BX - Otros anestésicos locales                 ,N01B - ANESTÉSICOS LOCALES                        ,N01 - ANESTÉSICOS                                 ,N - SISTEMA NERVIOSO                              
A12BA05,A12BA - Potasio                                   ,A12B - POTASIO                                    ,A12 - SUPLEMENTOS MINERALES                       ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A16AX03,A16AX - Productos varios  para el tracto alimentar,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
A16AB03,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
P01BA02,P01BA - Aminoquinolinas                           ,P01B - ANTIPALÚDICOS                              ,P01 - ANTIPROTOZOARIOS                            ,"P - PRODUCTOS ANTIPARASITARIOS, INSECTICIDAS Y REP"
R06AX29,R06AX - Otros antihistamínicos para uso sistémico ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
N04BC07,N04BC - Agonistas dopaminérgicos                  ,N04B - AGENTES DOPAMINÉRGICOS                     ,N04 - ANTIPARKINSONIANOS                          ,N - SISTEMA NERVIOSO                              
P01AX06,P01AX - Otros agentes contra la amebiasis y otras ,P01A - AGENTES CONTRA LA AMEBIASIS Y OTRAS ENFERME,P01 - ANTIPROTOZOARIOS                            ,"P - PRODUCTOS ANTIPARASITARIOS, INSECTICIDAS Y REP"
S01EE04,S01EE - Análogos de prostaglandinas               ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
20A00,20A00 - SUSPENSORIO                               ,20A0 - SUSPENSORIO                                ,20A - SUSPENSORIO                                 ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
A10AD05,A10AD - Combinaciones de insulinas y análogos de a,A10A - INSULINAS Y ANÁLOGOS                       ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A10AB05,A10AB - Insulinas y análogos de acción rápida     ,A10A - INSULINAS Y ANÁLOGOS                       ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
H01CC01,H01CC - Hormonas liberadoras de antigonadotrofinas,H01C - HORMONAS HIPOTALÁMICAS                     ,H01 - HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
L04AC14,L04AC - INHIBIDORES DE LA INTERLEUCINA            ,L04A - AGENTES INMUNOSUPRESORES                   ,L04 - AGENTES INMUNOSUPRESORES                    ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
J05AE10,J05AE - Inhibidores de proteasa                   ,J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C10BA02,C10BA - INH HMGCOA REDUCTASA EN COMBINACIÓN CON OT,"C10B - AGENTES MODIFICADORES DE LOS LÍPIDOS,ASOCIA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
N06AX22,N06AX - Otros antidepresivos                      ,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
XCPNH,XCPNH - COMPLETA POLIMÉRICA NORMOPROT HIPERCALÓRIC,XCPN - COMPLETAS POLIMÉRICAS NORMOPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XCPHI,XCPHI - COMPLETA POLIMÉRICA HIPERPROT HIPOCALÓRICA,XCPH - COMPLETAS POLIMÉRICAS HIPERPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XCPNN,XCPNN - COMPLETA POLIMÉRICA NORMOPROT NORMOCALÓRIC,XCPN - COMPLETAS POLIMÉRICAS NORMOPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XHLAA,XHLAA - FÓRMULAS SIN LACTOSA PARA LACTANTES       ,XHLA - LACTOSA                                    ,XHL - METABOLISMO HIDRATOS DE CARBONO             ,X - DIETAS Y OTROS                                
XMVYM,XMVYM - MÓDULOS DE VITAMINAS Y MINERALES (EXO)    ,XMVY - MÓDULOS DE VITAMINAS Y MINERALES           ,XMV - MÓDULOS DE VITAMINA Y MINERALES             ,X - DIETAS Y OTROS                                
XMPAA,XMPAA - MÓDULOS AMINOÁCIDOS                       ,XMPA - MÓDULOS AMINOÁCIDOS                        ,XMP - MÓDULOS PROTEICOS                           ,X - DIETAS Y OTROS                                
XAEAA,XAEAA - FÓRMULAS EXENTAS DE FENILALANINA          ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XCPHH,XCPHH - COMPLETA POLIMÉRICA HIPERPROT HIPERCALÓRIC,XCPH - COMPLETAS POLIMÉRICAS HIPERPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XCPHN,XCPHN - COMPLETA POLIMÉRICA HIPERPROT NORMOCALÓRIC,XCPH - COMPLETAS POLIMÉRICAS HIPERPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XESPE,XESPE - COMPLETAS ESPECIALES                      ,XESP - ESPECIALES                                 ,XES - ESPECIALES                                  ,X - DIETAS Y OTROS                                
XCONO,XCONO - COMPLETA OLIGOMÉRICA NORMOPROT (PEPTÍDICA),XCON - COMPLETAS PEPTÍDICAS NORMOPROTEICA         ,XCO - COMPLETAS PEPTÍDICAS                        ,X - DIETAS Y OTROS                                
XMHID,XMHID - MÓDULOS HIDROCARBONADOS                   ,XMHI - MÓDULOS HIDROCARBONADOS                    ,XMH - MÓDULOS HIDROCARBONADOS                     ,X - DIETAS Y OTROS                                
XMLLC,XMLLC - MÓDULO TRIGLICÉRIDOS DE CADENA LARGA (LCT),XMLL - MÓDULOS LIPÍDICOS LCT                      ,XML - MÓDULOS LIPÍDICOS                           ,X - DIETAS Y OTROS                                
XLAPS,XLAPS - FÓRMULA PROTEÍNAS DE SOJA S/LACTOSA LACTAN,XLAP - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE,XLA - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE ,X - DIETAS Y OTROS                                
XCOHI,XCOHI - COMPLETA OLIGOMÉRICA HIPERPROT (PEPTIDICA),XCOH - COMPLETAS PEPTÍDICAS HIPERPROTEICA         ,XCO - COMPLETAS PEPTÍDICAS                        ,X - DIETAS Y OTROS                                
XCPNF,XCPNF - COMPLETA POLIMÉRICA NORMOPROT FIBRA (EXO) ,XCPN - COMPLETAS POLIMÉRICAS NORMOPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XAEAB,XAEAB - FÓRMULAS LIMITADAS DE FENILALANINA (EXO)  ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XAEAG,"XAEAG - FORMULAS EXENTAS DE ILE, LEU Y VAL        ",XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XAEAL,XAEAL - FÓRMULAS EXENTAS DE LISINA                ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XMESP,XMESP - MÓDULOS ESPESANTES                        ,XMES - MÓDULOS ESPESANTES                         ,XME - MÓDULOS ESPESANTES                          ,X - DIETAS Y OTROS                                
XCELE,XCELE - COMPLETAS MONOMÉRICAS (CON AA) NORMOPROTEI,XCEL - COMPLETAS ELEMENTALES (CON AMINOÁCIDOS)    ,XCE - COMPLETAS ELEMENTALES                       ,X - DIETAS Y OTROS                                
XMLMC,XMLMC - MÓDULO TRIGLICÉRIDOS DE CADENA MEDIA (MCT),XMLM - MÓDULOS LIPÍDICOS MCT                      ,XML - MÓDULOS LIPÍDICOS                           ,X - DIETAS Y OTROS                                
XMPPE,XMPPE - MÓDULOS PÉPTIDOS                          ,XMPP - MÓDULOS PÉPTIDOS                           ,XMP - MÓDULOS PROTEICOS                           ,X - DIETAS Y OTROS                                
XHMAA,"XHMAA - FÓRMULA C/S FRU,S/ GLU,S/GAL,S/DISAC Y POL",XHMA - MONOSACÁRIDOS                              ,XHM - METABOLISMO HIDRATOS DE CARBONO             ,X - DIETAS Y OTROS                                
XAEAC,XAEAC - FÓRMULAS EXENTAS DE METIONINA             ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XLAPN,XLAPN - FÓRMULA HIDROLIZADO PROTEÍNA NO LÁCTEA S/L,XLAP - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE,XLA - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE ,X - DIETAS Y OTROS                                
XMPEN,XMPEN - MÓDULOS PROTEÍNA ENTERA                   ,XMPE - MÓDULOS PROTEÍNA ENTERA                    ,XMP - MÓDULOS PROTEICOS                           ,X - DIETAS Y OTROS                                
XLAPL,XLAPL - FÓRMULA HIDROLIZADO PROTEÍNA LÁCTEA       ,XLAP - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE,XLA - ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE ,X - DIETAS Y OTROS                                
XASPR,XASPR - FÓRMULA EXENTAS DE PROTEÍNAS              ,XASP - FÓRMULA EXENTAS DE PROTEÍNAS               ,XAS - FÓRMULA EXENTAS DE PROTEÍNAS                ,X - DIETAS Y OTROS                                
XAEAK,XAEAK - FÓRMULAS EXENTAS DE LYS Y DE BAJO THR     ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XMMHL,XMMHL - MÓDULOS HIDROCARBONADOS Y LIPÍDICOS       ,XMMH - MÓDULOS HIDROCARBONADOS Y LIPÍDICOS        ,XMM - MÓDULOS MIXTOS                              ,X - DIETAS Y OTROS                                
XGMCM,XGMCM - FÓRMULAS CON GRASAS EN FORMA DE MCT       ,XGMC - FÓRMULAS CONTENIDO GRASO MODIFICADO        ,XGM - CONTENIDO GRASO MODIFICADO                  ,X - DIETAS Y OTROS                                
XAEAI,"XAEAI - FÓRMULAS EXENTAS ILE, MET, THR Y VAL      ",XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XANAB,XANAB - FÓRMULAS EXENTAS DE HISTIDINA (EXO)       ,XANA - AA NO ESENCIALES                           ,XAN - AA NO ESENCIALES                            ,X - DIETAS Y OTROS                                
XAMAA,XAMAA - FÓRMULAS EXENTAS DE PHE Y TYR             ,XAMA - AA ESENCIALES Y NO ESENCIALES              ,XAM - AA ESENCIALES Y NO ESENCIALES               ,X - DIETAS Y OTROS                                
XAEAH,XAEAH - FÓRMULAS EXENTAS DE LEUCINA               ,XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XAEAD,"XAEAD - FÓRMULAS EXENTAS MET, THR Y VAL Y BAJO ILE",XAEA - AA ESENCIALES                              ,XAE - METABOLISMO DE AMINOACIDOS                  ,X - DIETAS Y OTROS                                
XHGAA,XHGAA - FÓRMULA LACTANTES SIN GALACTOSA NI LACTOSA,XHGA - GALACTOSA                                  ,XHG - METABOLISMO HIDRATOS DE CARBONO             ,X - DIETAS Y OTROS                                
XCPNI,XCPNI - COMPLETA POLIMÉRICA NORMOPROT HIPOCALÓRICA,XCPN - COMPLETAS POLIMÉRICAS NORMOPROTEICA        ,XCP - COMPLETAS POLIMÉRICAS                       ,X - DIETAS Y OTROS                                
XACAE,XACAE - FÓRMULAS CON AMINOÁCIDOS ESENCIALES       ,XACA - AMINOÁCIDOS ESENCIALES                     ,XAC - AA ESENCIALES                               ,X - DIETAS Y OTROS                                
A07EA07,A07EA - Corticosteroides de acción local          ,A07E - AGENTES ANTIINFLAMATORIOS INTESTINALES     ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
N07AX01,N07AX - Otros parasimpaticomiméticos              ,N07A - PARASIMPATICOMIMÉTICOS                     ,N07 - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA N,N - SISTEMA NERVIOSO                              
G03AC03,G03AC - Progestágenos                             ,G03A - ANTICONCEPTIVOS HORMONALES PARA USO SISTÉMI,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
N06AX12,N06AX - Otros antidepresivos                      ,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
A07AA11,A07AA - Antibióticos                              ,A07A - ANTIINFECCIOSOS INTESTINALES               ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
