CIE9,literal_CIE9,BDCAP,literal_BDCAP,https://www.sanidad.gob.es/estadEstudios/estadisticas/estadisticas/estMinisterio/SIAP/map_cie9mc_cie10_ciap2.htm
E804.8,CAIDA EN/DEL TREN LESION PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E804.9,CAIDA EN/DEL TREN LESION PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E805,GOLPEADO POR MATERIAL RODANTE,A80,Traumatismo/lesión no especificada,
E805.0,GOLPEADO POR MATERIAL RODANTE EMPLEADO,A80,Traumatismo/lesión no especificada,
E805.1,GOLPEADO POR MATERIAL RODANTE PASAJERO,A80,Traumatismo/lesión no especificada,
E805.2,GOLPEADO POR MATERIAL RODANTE PEATON,A80,Traumatismo/lesión no especificada,
E805.3,GOLPEADO POR MATERIAL RODANTE CICLISTA,A80,Traumatismo/lesión no especificada,
E805.8,GOLPEADO POR MATERIAL RODANTE PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E805.9,GOLPEADO POR MATERIAL RODANTE PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E806,OTRO ACCIDENTE TREN ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E806.0,OTRO ACCIDENTE TREN ESPECIFICADO LESION EMPLEADO,A80,Traumatismo/lesión no especificada,
E806.1,OTRO ACCIDENTE TREN ESPECIFICADO LESION PASAJERO,A80,Traumatismo/lesión no especificada,
E806.2,OTRO ACCIDENTE TREN ESPECIFICADO LESION PEATON,A80,Traumatismo/lesión no especificada,
E806.3,OTRO ACCIDENTE TREN ESPECIFICADO LESION CICLISTA,A80,Traumatismo/lesión no especificada,
E806.8,OTRO ACCIDENTE TREN ESPECIFICADO LESION PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E806.9,OTRO ACCIDENTE TREN ESPECIFICADO PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E807,ACCIDENTE TREN NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E807.0,ACCIDENTE TREN NO ESPECIFICADO LESION DE EMPLEADO,A80,Traumatismo/lesión no especificada,
E807.1,ACCIDENTE TREN NO ESPECIFICADO LESION DE PASAJERO,A80,Traumatismo/lesión no especificada,
E807.2,ACCIDENTE TREN NO ESPECIFICADO LESION DE PEATON,A80,Traumatismo/lesión no especificada,
E807.3,ACCIDENTE TREN NO ESPECIFICADO LESION DE CICLISTA,A80,Traumatismo/lesión no especificada,
E807.8,ACCIDENTE TREN NO ESPECIFICADO LESION DE PERSONA ESPECIFICAD,A80,Traumatismo/lesión no especificada,
E807.9,ACCIDENTE TREN NO ESPECIFICADO LESION PERSONA NO ESPECIFICAD,A80,Traumatismo/lesión no especificada,
E810,COLISION VEHICULO MOTORIZADO TREN,A80,Traumatismo/lesión no especificada,
E810.0,COLISION VEHICULO TREN LESION DE CONDUCTOR NO MOTOCICLETA,A80,Traumatismo/lesión no especificada,
E810.1,COLISION VEHICULO TREN LESION DE PASAJERO NO DE MOTOCICLETA,A80,Traumatismo/lesión no especificada,
E810.2,COLISION VEHICULO TREN LESION DE MOTORISTA,A80,Traumatismo/lesión no especificada,
E810.3,COLISION VEHICULO TREN LESION PASAJERO MOTORISTA,A80,Traumatismo/lesión no especificada,
E810.4,COLISION VEHICULO TREN LESION VIAJERO DE TRANVIA,A80,Traumatismo/lesión no especificada,
E810.5,COLISION VEHICULO TREN LESION LESION DE JINETE,A80,Traumatismo/lesión no especificada,
E810.6,COLISION VEHICULO TREN LESION DE CICLISTA,A80,Traumatismo/lesión no especificada,
E810.7,COLISION VEHICULO TREN LESION DE PEATON,A80,Traumatismo/lesión no especificada,
E810.8,COLISION VEHICULO TREN LESION DE PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E810.9,COLISION VEHICULO TREN LESION DE PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E811,COLISION ENTRE VEHICULOS DESPUES DE REENTRADA EN CALZADA,A80,Traumatismo/lesión no especificada,
E811.0,COLI.ENTRE VEHIC. DESPUES DE REENTR. EN CALZADA L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E811.1,COLI.ENTRE VEHIC. DESPUES DE REENTR. EN CALZADA L.PASAJERO,A80,Traumatismo/lesión no especificada,
E811.2,COLI.ENTRE VEHIC. DESPUES DE REENTR. EN CALZADA  L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E811.3,COLI.ENTRE VEHIC. DESPUES DE REENTR.EN CALZADA  L.PASAJ MOTO,A80,Traumatismo/lesión no especificada,
E811.4,COLI.ENTRE VEHIC. DESPUES DE REENTR. EN CALZADA L.VIAJ TRANV,A80,Traumatismo/lesión no especificada,
E811.5,COLI.ENTRE VEHIC. DESPUES DE REENTR. EN CALZADA L. JINETE,A80,Traumatismo/lesión no especificada,
E811.6,COLI.ENTRE VEHIC. DESPUES DE REENTR.EN CALZADA  L.CICLISTA,A80,Traumatismo/lesión no especificada,
E811.7,COLI.ENTRE VEHIC. DESPUES DE REENTR.  L.PEATON,A80,Traumatismo/lesión no especificada,
E811.8,COLI.ENTRE VEHIC. DESPUES DE REENTR. L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E811.9,COLI.ENTRE VEHIC. DESPUES DE REENTR. L.PERS NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E812,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS MOTORIZADOS,A80,Traumatismo/lesión no especificada,
E812.0,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E812.1,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.PASAJERO,A80,Traumatismo/lesión no especificada,
E812.2,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E812.3,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.PASAJ.MOTO,A80,Traumatismo/lesión no especificada,
E812.4,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.OCUP.TRANV.,A80,Traumatismo/lesión no especificada,
E812.5,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L. JINETE,A80,Traumatismo/lesión no especificada,
E812.6,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.CICLISTA,A80,Traumatismo/lesión no especificada,
E812.7,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L. DE PEATON,A80,Traumatismo/lesión no especificada,
E812.8,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.PERSONA ESPE,A80,Traumatismo/lesión no especificada,
E812.9,OTRO ACCIDENTE DE COLISION ENTRE VEHICULOS M. L.PERS NO ESPE,A80,Traumatismo/lesión no especificada,
E813,COLISION ENTRE VEHICULO MOTORIZADO Y OTRO VEHICULO,A80,Traumatismo/lesión no especificada,
E813.0,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E813.1,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.PASAJERO,A80,Traumatismo/lesión no especificada,
E813.2,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E813.3,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E813.4,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.OCUPANTE TRANVI,A80,Traumatismo/lesión no especificada,
E813.5,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.JINETE,A80,Traumatismo/lesión no especificada,
E813.6,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.CICLISTA,A80,Traumatismo/lesión no especificada,
E813.7,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.PEATON,A80,Traumatismo/lesión no especificada,
E813.8,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.PERS ESPECIFICA,A80,Traumatismo/lesión no especificada,
E813.9,COLISION ENTRE VEH. MOTORIZADO Y OTRO VEH. L.PERS NO ESPECIF,A80,Traumatismo/lesión no especificada,
E814,COLISION ENTRE VEH. MOTORIZADO Y PEATON,A80,Traumatismo/lesión no especificada,
E814.0,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E814.1,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.PASAJERO,A80,Traumatismo/lesión no especificada,
E814.2,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E814.3,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E814.4,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.OCUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E814.5,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.JINETE,A80,Traumatismo/lesión no especificada,
E814.6,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.CICLISTA,A80,Traumatismo/lesión no especificada,
E814.7,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.PEATON,A80,Traumatismo/lesión no especificada,
E814.8,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E814.9,COLISION ENTRE VEH. MOTORIZADO Y PEATON L.PERS NO ESPECIFICA,A80,Traumatismo/lesión no especificada,
E815,COLISION VEHICULO MOTORIZADO CON OTRO OBJETO EN VIA PUBLIC,A80,Traumatismo/lesión no especificada,
E815.0,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E815.1,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.PASAJERO,A80,Traumatismo/lesión no especificada,
E815.2,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E815.3,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E815.4,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.OCUPANTE TRAN,A80,Traumatismo/lesión no especificada,
E815.5,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.JINETE,A80,Traumatismo/lesión no especificada,
E815.6,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.CICLISTA,A80,Traumatismo/lesión no especificada,
E815.7,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.PEATON,A80,Traumatismo/lesión no especificada,
E815.8,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.PERS.ESPECIF.,A80,Traumatismo/lesión no especificada,
E815.9,COLISION V.M. EN VIA PUBLICA CON OTRO OBJETO L.PERS.NO ESPEC,A80,Traumatismo/lesión no especificada,
E816,ACC. DE V.M. DEBIDO A PERDIDA CONTROL SIN COLISION EN V.PUBL,A80,Traumatismo/lesión no especificada,
E816.0,ACC. DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB. L.CONDU,A80,Traumatismo/lesión no especificada,
E816.1,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUBL. L.PASAJ,A80,Traumatismo/lesión no especificada,
E816.2,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUBL. L.MOTOR,A80,Traumatismo/lesión no especificada,
E816.3,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB. L.PAS.MO,A80,Traumatismo/lesión no especificada,
E816.4,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB L.OCUP TR,A80,Traumatismo/lesión no especificada,
E816.5,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB L.JINETE,A80,Traumatismo/lesión no especificada,
E816.6,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB L.CICLIST,A80,Traumatismo/lesión no especificada,
E816.7,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB L.PEATON,A80,Traumatismo/lesión no especificada,
E816.8,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.PUB L.PERS.ES,A80,Traumatismo/lesión no especificada,
E816.9,ACC.DE V.M. POR PERDIDA CONTROL SIN COLISION V.P PERS NO ESP,A80,Traumatismo/lesión no especificada,
E817,ACCIDENTE AL SUBIR/DESCENDER VEHICULO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E817.0,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E817.1,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.PASAJERO,A80,Traumatismo/lesión no especificada,
E817.2,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E817.3,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.PASAJERO MOT,A80,Traumatismo/lesión no especificada,
E817.4,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.OCUPANTE TRA,A80,Traumatismo/lesión no especificada,
E817.5,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.JINETE,A80,Traumatismo/lesión no especificada,
E817.6,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.CICLISTA,A80,Traumatismo/lesión no especificada,
E817.7,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTORIZADO L.PEATON,A80,Traumatismo/lesión no especificada,
E817.8,ACCIDENTE SUBIR/DESCENDER VEHICULO MOT L.PERSONA ESPECIFICAD,A80,Traumatismo/lesión no especificada,
E817.9,ACCIDENTE SUBIR/DESCENDER VEHICULO MOTOR L.PERSONA NO ESPECI,A80,Traumatismo/lesión no especificada,
E818,OTRO ACCIDENTE TRAFICO VEHICULO MOTORIZADO SIN COLISION,A80,Traumatismo/lesión no especificada,
E818.0,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E818.1,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.PASAJERO,A80,Traumatismo/lesión no especificada,
E818.2,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E818.3,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.PASAJ MOTO,A80,Traumatismo/lesión no especificada,
E818.4,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.OCUP TRAN,A80,Traumatismo/lesión no especificada,
E818.5,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.JINETE,A80,Traumatismo/lesión no especificada,
E818.6,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.CICLISTA,A80,Traumatismo/lesión no especificada,
E818.7,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.PEATON,A80,Traumatismo/lesión no especificada,
E818.8,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.PER.ESPECI,A80,Traumatismo/lesión no especificada,
E818.9,OTRO ACCIDENTE VEHICULO MOTORIZADO SIN COLISION L.PER.N.ESPE,A80,Traumatismo/lesión no especificada,
E819,ACCIDENTE TRAFICO VEHICULO MOTORIZADO NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E819.0,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E819.1,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.PASAJERO,A80,Traumatismo/lesión no especificada,
E819.2,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E819.3,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.PASAJER MOTO,A80,Traumatismo/lesión no especificada,
E819.4,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIF. L.CUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E819.5,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.JINETE,A80,Traumatismo/lesión no especificada,
E819.6,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.CICLISTA,A80,Traumatismo/lesión no especificada,
E819.7,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIFICADO L.PEATON,A80,Traumatismo/lesión no especificada,
E819.8,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIF. L.PERSONA ESPECIFI,A80,Traumatismo/lesión no especificada,
E819.9,ACCIDENTE VEHICULO MOTORIZADO NO ESPECIF. L.PERS NO ESPECIFI,A80,Traumatismo/lesión no especificada,
E820,ACCIDENTE CON TRINEO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E820.0,ACCIDENTE CON TRINEO MOTORIZADO L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E820.1,ACCIDENTE CON TRINEO MOTORIZADO L.PASAJERO,A80,Traumatismo/lesión no especificada,
E820.2,ACCIDENTE CON TRINEO MOTORIZADO L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E820.3,ACCIDENTE CON TRINEO MOTORIZADO L.PASAJERO  MOTO,A80,Traumatismo/lesión no especificada,
E820.4,ACCIDENTE CON TRINEO MOTORIZADO L.OCUPANTE DE TRANVIA,A80,Traumatismo/lesión no especificada,
E820.5,ACCIDENTE CON TRINEO MOTORIZADO L.JINETE,A80,Traumatismo/lesión no especificada,
E820.6,ACCIDENTE CON TRINEO MOTORIZADO L.CICLISTA,A80,Traumatismo/lesión no especificada,
E820.7,ACCIDENTE CON TRINEO MOTORIZADO L.PEATON,A80,Traumatismo/lesión no especificada,
E820.8,ACCIDENTE CON TRINEO MOTORIZADO L.PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E820.9,ACCIDENTE CON TRINEO MOTORIZADO L.PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E821,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES,A80,Traumatismo/lesión no especificada,
E821.0,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E821.1,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.PASAJERO,A80,Traumatismo/lesión no especificada,
E821.2,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E821.3,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.PASAJ MOTOR,A80,Traumatismo/lesión no especificada,
E821.4,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.OCUPANT TRA,A80,Traumatismo/lesión no especificada,
E821.5,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.JINETE,A80,Traumatismo/lesión no especificada,
E821.6,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.CICLISTA,A80,Traumatismo/lesión no especificada,
E821.7,ACCIDENTE CON VEHICULO MOTORIZADO CAMPO TRAVES L.PEATON,A80,Traumatismo/lesión no especificada,
E821.8,ACCIDENTE CON V.MOTORIZADO CAMPO TRAVES L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E821.9,ACCIDENTE CON V.MOTORIZADO CAMPO TRAVES L.PERSONA NO ESPECIF,A80,Traumatismo/lesión no especificada,
E822,COLISION V.M CON OBJETO MOVIL,A80,Traumatismo/lesión no especificada,
E822.0,COLISION V.M. CON OBJETO MOVIL L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E822.1,COLISION V.M. CON OBJETO MOVIL L.PASAJERO,A80,Traumatismo/lesión no especificada,
E822.2,COLISION V.M. CON OBJETO MOVIL L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E822.3,COLISION V.M. CON OBJETO MOVIL L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E822.4,COLISION V.M. CON OBJETO MOVIL L.OCUPANTE DE TRANVIA,A80,Traumatismo/lesión no especificada,
E822.5,COLISION V.M. CON OBJETO MOVIL L.JINETE,A80,Traumatismo/lesión no especificada,
E822.6,COLISION V.M. CON OBJETO MOVIL L.CICLISTA,A80,Traumatismo/lesión no especificada,
E822.7,COLISION V.M. CON OBJETO MOVIL L.PEATON,A80,Traumatismo/lesión no especificada,
E822.8,COLISION V.M. CON OBJETO MOVIL L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E822.9,COLISION V.M. CON OBJETO MOVIL L.PERSONA NO ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E823,COLISION V.M. CON OBJETO INMOVIL,A80,Traumatismo/lesión no especificada,
E823.0,COLISION V.M. CON OBJETO INMOVIL L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E823.1,COLISION V.M. CON OBJETO INMOVIL L.PASAJERO,A80,Traumatismo/lesión no especificada,
E823.2,COLISION V.M. CON OBJETO INMOVIL L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E823.3,COLISION V.M. CON OBJETO INMOVIL L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E823.4,COLISION V.M. CON OBJETO INMOVIL L.OCUPANTE DE TRANVIA,A80,Traumatismo/lesión no especificada,
E823.5,COLISION V.M. CON OBJETO INMOVIL L.JINETE,A80,Traumatismo/lesión no especificada,
E823.6,COLISION V.M. CON OBJETO INMOVIL L.CICLISTA,A80,Traumatismo/lesión no especificada,
E823.7,COLISION V.M. CON OBJETO INMOVIL L.PEATON,A80,Traumatismo/lesión no especificada,
E823.8,COLISION V.M. CON OBJETO INMOVIL L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E823.9,COLISION V.M. CON OBJETO INMOVIL L.PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E824,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO VEHICULO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E824.0,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E824.1,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.PASAJERO,A80,Traumatismo/lesión no especificada,
E824.2,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E824.3,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.PASAJERO MOTO,A80,Traumatismo/lesión no especificada,
E824.4,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.OCUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E824.5,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.JINETE,A80,Traumatismo/lesión no especificada,
E824.6,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.CICLISTA,A80,Traumatismo/lesión no especificada,
E824.7,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.PEATON,A80,Traumatismo/lesión no especificada,
E824.8,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.PERSONA ESPECIF.,A80,Traumatismo/lesión no especificada,
E824.9,ACCIDENTE NO TRAFICO SUBIDA/DESCENSO V.M. L.PERS NO ESPECIFI,A80,Traumatismo/lesión no especificada,
E825,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E825.0,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.CONDUCTOR,A80,Traumatismo/lesión no especificada,
E825.1,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.PASAJERO,A80,Traumatismo/lesión no especificada,
E825.2,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.MOTORISTA,A80,Traumatismo/lesión no especificada,
E825.3,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.PASAJ. MOTO,A80,Traumatismo/lesión no especificada,
E825.4,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.OCUPA.TRANV,A80,Traumatismo/lesión no especificada,
E825.5,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.JINETE,A80,Traumatismo/lesión no especificada,
E825.6,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.CICLISTA,A80,Traumatismo/lesión no especificada,
E825.7,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.PEATON,A80,Traumatismo/lesión no especificada,
E825.8,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.PERSONA ESP,A80,Traumatismo/lesión no especificada,
E825.9,ACCIDENTE V.M. NO TRAF OTRO TIPO Y NO ESPECIF. L.PERS NO ESP,A80,Traumatismo/lesión no especificada,
E826,ACCIDENTE BICICLETA,A80,Traumatismo/lesión no especificada,
E826.0,ACCIDENTE BICICLETA L.PEATON,A80,Traumatismo/lesión no especificada,
E826.1,ACCIDENTE BICICLETA L.CICLISTA,A80,Traumatismo/lesión no especificada,
E826.2,ACCIDENTE BICICLETA L.JINETE,A80,Traumatismo/lesión no especificada,
E826.3,ACCIDENTE BICICLETA L.OCUPANTE VEHICULO ANIMAL,A80,Traumatismo/lesión no especificada,
E826.4,ACCIDENTE BICICLETA L.OCUPANTE DE TRANVIA,A80,Traumatismo/lesión no especificada,
E826.8,ACCIDENTE BICICLETA L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E826.9,ACCIDENTE BICICLETA L.PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E827,ACCIDENTE VEHICULO TRACCION ANIMAL,A80,Traumatismo/lesión no especificada,
E827.0,ACCIDENTE VEHICULO TRACCION ANIMAL L.PEATON,A80,Traumatismo/lesión no especificada,
E827.2,ACCIDENTE VEHICULO TRACCION ANIMAL L.JINETE,A80,Traumatismo/lesión no especificada,
E827.3,ACCIDENTE VEHICULO TRACCION ANIMAL L.OCUPANTE,A80,Traumatismo/lesión no especificada,
E827.4,ACCIDENTE VEHICULO TRACCION ANIMAL L.OCUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E827.8,ACCIDENTE VEHICULO TRACCION ANIMAL L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
E827.9,ACCIDENTE VEHICULO TRACCION ANIMAL L.PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E828,ACCIDENTE POR CABALGADURA,A80,Traumatismo/lesión no especificada,
E828.0,ACCIDENTE CABALGADURA L. PEATON,A80,Traumatismo/lesión no especificada,
E828.2,ACCIDENTE CABALGADURA L.JINETE,A80,Traumatismo/lesión no especificada,
E828.4,ACCIDENTE CABALGADURA L.OCUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E828.8,ACCIDENTE CABALGADURA L.PERSONA ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E828.9,ACCIDENTE CABALGADURA L.PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E829,OTRO ACCIDENTE DE VEHICULO DE CARRETERA,A80,Traumatismo/lesión no especificada,
E829.0,OTRO ACCIDENTE DE VEHICULO DE CARRETERA L.PEATON,A80,Traumatismo/lesión no especificada,
E829.4,OTRO ACCIDENTE DE VEHICULO DE CARRETERA L.OCUPANTE TRANVIA,A80,Traumatismo/lesión no especificada,
E829.8,OTRO ACCIDENTE DE VEHICULO DE CARRETERA L.PERSONA ESPECIFICA,A80,Traumatismo/lesión no especificada,
